comments,label,comments_cleaned
hàng dùng tốt đẹp giao hàng nhanh,0,hàng tốt_đẹp giao hàng
son lên màu không đẹp không giống son mình mua mà giá rẻ hơn chỗ mình 10k nó không thơm với mùi sao ấy mọi người lưu ý khi mua,1,son màu đẹp không son mua giá rẻ chỗ mình 10k không thơm mùi lưu_ý mua
đóng gói đẹp chắc chắn giao hàng nhanh sp xinh đk mua thêm phấn mắt giảm giá nữa nhưng chưa sài thử,2,đóng_gói đẹp chắc_chắn giao hàng sp xinh đk mua phấn mắt giảm_giá sài thử
đóng gói đẹp chắc chắn ship hàng nhanh và ship thêm hàng khi mình báo thiếu nhân viên bán hàng nhiệt tình,0,đóng_gói đẹp chắc_chắn ship hàng ship hàng báo nhân_viên hàng nhiệt_tình
màu khác ảnh mùi hơi hôi,1,màu ảnh mùi hơi hôi
thời gian giao hàng nhanh đóng gói sp đẹp và chắc chắn rất đáng tiền 3,0,thời_gian giao hàng đóng_gói sp đẹp chắc_chắn tiền 3
son nhanh trôi hơn tưởng tượng mùi hơi hắc đánh xong thì sần khô môi nhanh thiết nghĩ nên mua son mới,1,son trôi tưởng_tượng mùi hơi hắc đánh xong sần khô môi nhanh thiết_nghĩ mua son
đây là lần thứ 2 đặt hàng của shop son lên màu chuẩn chất son là loại m ưng nhất trong các dòng son kem không bị loãng lì màu bám tương đối lâu hàng m nhận được cũng rất nhanh cho shop 5 sao đến hiện tại nhé,0,2 đặt_hàng shop son màu chuẩn chất son là m ưng dòng son kem loãng lì màu bám tương_đối hàng m shop 5 hiện_tại
màu này đánh lòng môi rồi tán ra rất đẹp nhe hồng nhẹ nhàng đi học siêu xinh,0,màu đánh môi tán đẹp nhe hồng nhẹ_nhàng đi học siêu xinh
chỉ cho 4 sao vì hàng về đến nơi rồi mà tin nhắn hỏi shop vẫn chưa được rep,2,4 hàng nhắn shop rep
chất son mềm mịn lên môi không bị khô như những dòng son kem khác màu son khi lên môi nhìn tôn da cực kì shop giao hàng khá nhanh sẽ ủng hộ thêm trong những lần tiếp,0,chất son mềm mịn môi khô dòng son kem màu son lên môi tôn da cực_kì shop giao hàng ủng_hộ những tiếp
đóng gói chắc lọ son to dùng được nhiều lần chất mềm môi không gay khô môi màu xinh thoa lòng môi nhìn như quả chery chín mọng rất đáng tiền luôn,0,đóng_gói lọ son to chất mềm_môi gay khô môi màu xinh thoa môi chery chín mọng tiền
son có mùi thơm màu đánh lên tone chuẩn đẹp gói cẩn thận được tặng quyển lịch quá ưng luôn,0,son mùi thơm màu đánh tone chuẩn đẹp gói cẩn_thận tặng quyển lịch ưng
chất lượng sản phẩm tuyệt vời giao hàng cực nhanh luôn íi siu ưng 😍,0,chất_lượng sản_phẩm tuyệt_vời giao hàng cực íi siu ưng 😍
okay son lỳ giáo hàng nhanh,0,okay son lỳ giáo hàng
oke có điều chất son hơi khác so với cây lúc trước mua không được nhẹ môi cho lắm,2,oke chất son hơi mua nhẹ môi lắm
màu lên chuẩn đẹp lì mềm mịn không bị cảm giác dính như câc dòng kem lì khác,0,màu chuẩn đẹp lì mềm mịn cảm_giác dính câc dòng kem lì
hàng đẹp nha chất xịn nha màu lên môi rất xinh nha nói chung là ok,0,hàng đẹp nha_chất xịn nha màu môi xinh nha nói_chung ok
đóng gói cẩn thận bao bì đẹp mắt có tem chống giả chất son lên màu chuẩn lâu trôi và không bị khô môi lúc ăn xong thì trôi màu chuẩn để lại base hồng cực xinh trên môi chỉ có nhược điểm là phải đợi 1 lúc sau khi đánh để son khô do là dòng velvet,0,đóng_gói cẩn_thận bao_bì đẹp_mắt tem chống giả chất son màu chuẩn trôi khô môi xong trôi màu chuẩn base hồng cực xinh môi có nhược_điểm đợi 1 lúc đánh để son khô là dòng velvet
màu son đậm quá 😂,1,màu son đậm 😂
son siêu yêu luôn thơm mùi kẹo đóng gói cẩn thận giao hàng hơi lâu ❤,0,son siêu yêu thơm mùi kẹo đóng_gói cẩn_thận giao hàng hơi ❤
màu đẹp lâu trôi mỗi tội lên môi mình hơi tươi,0,màu đẹp trôi tội môi hơi tươi
mua nhiều lần vẫn không hề thất vọng gói kĩ son đẹp cực,0,mua hề thất_vọng gói kĩ son đẹp cực
mình có mua màu a24 và a02 theo mình thì a24 khá là đẹp a02 thì đánh lên chói hơn mình tưởng tượng không hợp mình lắm,2,mua màu a24 a02 mình a24 đẹp a02 thì đánh chói mình tưởng_tượng hợp mình lắm
màu son đẹp nhưng gây khô môi quá tẩy trang cũng khó ra hết vì chất son rất lì,2,màu son đẹp khô môi tẩy_trang chất son lì
tuy nhiên mình đặt màu 15 shop lại dao màu 12 nhưng không sao mình sẽ dùng thử màu mới xem sao,2,tuy_nhiên màu 15 shop dao màu 12 mình thử màu sao
son chán thật sự luôn ý lên màu không chuẩn khoi môi hàng trung quốc kêu lâu trôi xem nhận xét rất nhiều mà sao bây giờ son đánh lên được 1 lúc thì khô môi dính vào răng được nửa tiếng là son trôi hết làm cho môi khô chán không nói được mình chả biết hàng thật hay fake mà son gì lỏng lẹt lên màu thì rõ chán,1,son chán thật_sự màu chuẩn khoi môi hàng trung quốc kêu trôi nhận_xét bây_giờ son đánh lên 1 khô môi dính được nửa tiếng son trôi môi khô chán không được chả hàng fake mà son lỏng lẹt lên màu thì chán
son đẹp nhưng thái độ phục vụ thì không đẹp ship hàng lâu nhắn tin chờ check thì không ai trả lời mặc dù mình đã hỏi rất nhiều lần nhưng không nhận được bất kì phản hồi nào từ shop mong các bạn rút kinh nghiệm,1,son đẹp thái_độ phục_vụ đẹp ship hàng nhắn_tin chờ check thì không trả_lời mặc_dù nhưng không bất_kì phản_hồi shop mong rút kinh_nghiệm
màu rất không đẹp,1,màu đẹp
shop giao hàng nhanh son được đóng gói trong hộp rất đẹp và chắc chắn có kèm cả chống sốc nữa màu son tôn da và lâu trôi ạ,0,shop giao hàng son đóng_gói hộp đẹp chắc_chắn kèm chống sốc màu son_tôn da và trôi
chất lượng sản phẩm rất tuyệt vời rất đáng tiền thời gian giao hàng rất nhanh 👌,0,chất_lượng sản_phẩm tuyệt_vời rất tiền thời_gian giao hàng rất 👌
nhận cây son nói thât son lên là em biết hàng kém chất lượng và vứt chẳng dám son,1,son thât son hàng kém chất_lượng vứt chẳng dám_son
vỏ son chim ưng chất son đặc môi mình hơi khô nên cảm giác hơi bột độ lì thì tạm ổn ăn uống xong cũng trôi gần hết mất lên màu ok đánh ít thì lên hơi nhiều hồng chút,0,vỏ son chim ưng chất son đặc môi hơi khô cảm_giác hơi bột độ lì tạm ổn ăn_uống xong trôi màu ok đánh thì lên hơi hồng chút
son màu lên đẹp lắm lun ý đóng gói sản phẩm rất đẹp và chắc chắn,0,son màu đẹp lắm lun đóng_gói sản_phẩm đẹp chắc_chắn
màu đẹp nhưng đánh bị bợt lâu trôi thật nhưng nó cứ bờ bờ lên ý,2,màu đẹp đánh bợt trôi nhưng bờ bờ
màu không có chút nào giống với trên ảnh cố gắng tìm một chút giống thôi cũng không có,1,màu chút ảnh cố_gắng một_chút giống không có
son dùng rất thích mình sẽ còn ủng hộ shop nữa,0,son ủng_hộ shop
đóng gói kĩ càng sản phẩm còn nguyên seal không bị hư hỏng gì hết trơn giá ưu đãi dùng khá ok màu xịn dễ dùng lắm luôn mình sẽ cân nhắc quay lại,0,đóng_gói kĩ_càng sản_phẩm nguyên seal hư_hỏng trơn giá ưu_đãi ok màu xịn dùng lắm cân_nhắc
màu này mix cùng 14 rất xinh nhé đánh 1 mình thì hơi bợt shop giao hàng rất nhanh,0,màu mix 14 xinh đánh 1 hơi bợt shop giao hàng rất
giao hàng nhanh đóng gói đẹp có cả thiệp cảm ơn 3 son mềm mịn mùi thơm dễ chịu,0,giao hàng đóng_gói đẹp thiệp cảm_ơn 3 son mềm mịn mùi thơm dễ_chịu
đóng gói đẹp quá rất thích 😊,0,đóng_gói đẹp 😊
màu chưa chuẩn,1,màu chuẩn
giao hàng hơi lâu xíu shop đóng gói hàng đẹp mà cẩn thận lắm son đẹp luôn ủng hộ shop 😍,0,giao hàng hơi xíu shop đóng_gói hàng đẹp cẩn_thận lắm son đẹp ủng_hộ shop 😍
không giống màu trên ảnh đánh không bám,1,màu ảnh đánh không bám
chất lượng son rất ok mùi nhẹ nhưng lại giữ khá lâu màu 21 2 là tông nude nên trang điểm lên đánh mới hợp chứ để mặt mộc mà đánh son thì sẽ hợp với mấy b da trắng hơn,0,chất_lượng son ok mùi nhẹ màu 21 2 tông nude trang_điểm đánh hợp mặt mộc đánh son hợp mấy b da trắng
lần thứ 2 mua hàng và thật sự rất ưng ❤,0,2 mua hàng thật_sự ưng ❤
xinh xĩu anh,0,xinh xĩu
xinh chất đẹp yên tâm vì chất lượng giá thành rẻ sẽ tiếp tục ủng hộ,0,xinh chất đẹp yên_tâm chất_lượng giá_thành rẻ tiếp_tục ủng_hộ
son kỳ lên màu đẹp lâu trôi mỗi tội là son hơi đặc sệt chút bôi hơi khó còn lại ok hết,2,son kỳ màu đẹp trôi tội son hơi đặc_sệt chút bôi hơi ok
màu son 25 hợp với mọi tông da lên môi cực xinh hoàn toàn không bị base hồng nên mình rất thích shop gói hàng đẹp và cẩn thận lắm cám ơn shop nhiều,0,màu son 25 hợp tông da môi cực xinh hoàn_toàn base hồng shop gói hàng đẹp cẩn_thận lắm cám_ơn shop
chất son đẹp mình xài a6 thấy hơi khô môi còn merzy này thì không hề có nhé nhưng về màu thì mình không thích bằng 😁,2,chất son đẹp xài a6 hơi khô môi merzy hề màu thì mình không 😁
son đúng màu cam đỏ nhiều cam tươi da nhẹ môi lâu trôi aá,0,son màu cam đỏ cam tươi da nhẹ môi trôi aá
đây là lần thứ 2 mua son bia từ shop đóng gói đẹp chất lượng sản phẩm tốt rất ok mình rất ưng ý thansk shop nhiều,0,2 mua son bia shop đóng_gói đẹp chất_lượng sản_phẩm ok rất ưng_ý thansk shop
vỏ son màu xanh rất đẹp màu lên môi tươi mà lại còn lâu trôi dùng rất thích luôn,0,vỏ son màu xanh đẹp màu môi tươi mà_lại trôi rất
giao hàng nhanh đóng gói đẹp giá tốt chất lượng tuyệt vời,0,giao hàng đóng_gói đẹp giá chất_lượng tuyệt_vời
đóng gói cẩn thận son đẹp không tưởng thích quá chọn bên vận chuyển vietel post lâu quá 😄,0,đóng_gói cẩn_thận son đẹp không_tưởng vận_chuyển vietel post quá 😄
mua ở shope mal luôn tin tưởng rùi ạ giao hàng hơi lâu,2,mua shope mal tin_tưởng rùi giao hàng hơi
thật sự là định không đánh giá shop nhưng quá đáng quá đi son bị bóc hộp trước rồi son thì còn có 1 tí khui mãi mới lên chắc là son chính hãng đấy nhưng chắc dùng được 1 tháng là hết,1,thật_sự định đánh_giá shop quá_đáng đi son bóc hộp son 1 tí khui mãi là son hãng đấy nhưng chắc 1 là
son màu xinh lì nhưng chất son hơi khô khó tán,0,son màu xinh lì chất son hơi khô tán
son đánh lên rất mướt đẹp rất ưng,0,son đánh mướt đẹp rất ưng
giao hàng nhanh chất lượng sản phẩm tốt giá rẻ,0,giao hàng chất_lượng sản_phẩm giá rẻ
sản phẩm đẹp chưa sử dụng không biết có lỳ thật không có cơ hội sẽ ủng hộ tiếp,0,sản_phẩm đẹp sử_dụng lỳ không có cơ_hội ủng_hộ tiếp
son lên màu đẹp đơn hàng được tặng kèm gương nhỏ shop phục vụ tốt đóng gói đẹp chắc chắn,0,son màu đẹp đơn hàng tặng kèm gương shop phục_vụ đóng_gói đẹp chắc_chắn
xài cự thích số 12,0,xài cự 12
son màu cam cháy khá lì và nhẹ môi lên màu chuẩn không khô môi son sau khi khô thì không dây ra nhiều khi ăn uống,0,son màu cam cháy lì nhẹ môi màu chuẩn khô môi_son khô không dây khi ăn_uống
son black rouge màu không chuẩn mấy với cả không lì,1,son black rouge màu chuẩn mấy không lì
son thơm,0,son thơm
son lì đẹp giao hàng nhanh,0,son lì đẹp giao hàng
mua màu 4 và 5 nhưng son lên không cái nào ra màu như quảng cáo mà ra màu hồng cánh sen nó quê gì đâu son dưỡng bên dưới thì nhanh trôi mà không có son dưỡng thì nó bong tróc môi 😔,1,mua màu 4 5 son màu quảng_cáo ra màu hồng cánh_sen quê son dưỡng trôi mà không son dưỡng thì nó bong tróc môi 😔
giao hàng hơi lâu gói hàng cẩn thận mua vì vỏ son nó đẹp vợ chồng màu cũng xinh dễ dùng mà vỏ son đẹp quaá huhu rất ưng 🥰,0,giao hàng hơi gói hàng cẩn_thận mua vỏ son đẹp vợ_chồng màu xinh vỏ son đẹp quaá huhu ưng 🥰
cam hơi tươi chứ không nhiều đất mùi nồng ai nhạy cảm với mùi hương có lẽ sẽ không thích,2,cam hơi tươi đất mùi nồng nhạy_cảm mùi hương có_lẽ không
son chất đẹp giá ok đóng gói cẩn thận thời gian giao hàng nhanh,0,son chất đẹp giá ok đóng_gói cẩn_thận thời_gian giao hàng
màu 25 siêu xinh son nhẹ môi mà khó canh mua quá lúc nào cũng sold out đóng gói hàng cũng cute lắm,0,màu 25 siêu xinh son nhẹ môi canh mua lúc_nào sold out đóng_gói hàng cũng cute lắm
màu đẹp shop đóng gói sản phẩm chắc chắn và đẹp thời gian giao hàng nhanh,0,màu đẹp shop đóng_gói sản_phẩm chắc_chắn đẹp thời_gian giao hàng
đóng gói chắc chắn son đẹp đúng màu tiếc là túi màu đen chứ không phải màu trắng dịch vụ tốt ủng hộ shop dài,0,đóng_gói chắc_chắn son đẹp màu tiếc túi màu đen màu trắng dịch_vụ ủng_hộ shop
son màu ổn thơm,0,son màu ổn thơm
thích màu son này lắm luôn từng mua nhiều nhưng vẫn phải mua lại,0,màu son lắm mua mua
thật sự hài lòng với chất son mềm mịn mình là đứa nếu ưng sẽ dùng hết sạch thỏi son còn không ưng thì chỉ dùng 1 2 lần là bỏ chắc chắn sẽ ủng hộ bạn dài dài,0,thật_sự hài_lòng chất son mềm mịn đứa ưng sạch thỏi son ưng dùng 1 2 là chắc_chắn sẽ ủng_hộ dài_dài
giao nhanh hàng được đóng gói cẩn thận luôn ạ màu 25 siêu xinh 3,0,giao hàng đóng_gói cẩn_thận màu 25 siêu xinh 3
giao hàng nhanh đóng gói tốt son màu đẹp nhưng hơi nhanh bay,0,giao hàng đóng_gói son màu đẹp hơi nhanh bay
mình mua khá nhiều son merzy rồi và lần này thử nghiệm với màu v1 màu đỏ mọng hơi ngả hồng chất son thì vẫn mềm mịn như những cây merzy trước mình mua nói chung khá thích,0,mua son merzy thử_nghiệm màu v1 màu đỏ mọng hơi ngả hồng chất son mềm mịn merzy mình mua nói_chung khá
đóng gói rất xinh nha lên màu chuẩn độ bám không ăn uống thì giữ được lâu nhưng ăn cái thì xác định là trôi rồi nói chung là xinh quá trời giá thành thì ổn cho học sinh sinh viên rồi,0,đóng_gói xinh nha màu chuẩn_độ bám ăn_uống thì xác_định trôi nói_chung là xinh trời giá_thành thì ổn học_sinh sinh_viên rồi
